Title,X,Y,A,B,nt,na,model,pvalue,effect_size,npermutations
Race,European-American,African-American,disgust,apathy,120,12,RN50x4,2e-06,0.61863095,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is feeling apathy,120,12,RN50x4,0.985768,-0.28194958,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is feeling apathy,420,12,RN50x4,0.000278,0.23835802,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is feeling apathy,120,12,RN50x4,0.017184,0.27277163,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is conveying apathy,120,12,RN50x4,0.670148,-0.05725752,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is conveying apathy,420,12,RN50x4,0.005465,0.17573395,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is conveying apathy,120,12,RN50x4,0.135244,0.14270864,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who makes me feel apathy,120,12,RN50x4,0.412838,0.028436195,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who makes me feel apathy,420,12,RN50x4,0.007435,0.16803156,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who makes me feel apathy,120,12,RN50x4,1e-06,0.65816176,1000000
Asian,European-American,Asian-American,fear,not fear,120,34,RN50x4,0.998735,-0.38870427,1000000
Gender,Male,Female,fear,not fear,420,34,RN50x4,0.527941,-0.0048012924,1000000
Race,European-American,African-American,fear,not fear,120,34,RN50x4,0.119131,0.15224083,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is not feeling fear,120,34,RN50x4,0.999894,-0.47335202,1000000
Gender,Male,Female,a person who is feeling fear,a person who is not feeling fear,420,34,RN50x4,0.037054,0.12357896,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is not feeling fear,120,34,RN50x4,0.021824,0.26053354,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is not conveying fear,120,34,RN50x4,0.935758,-0.19644901,1000000
Gender,Male,Female,a person who is conveying fear,a person who is not conveying fear,420,34,RN50x4,1.0,-0.4539099,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is not conveying fear,120,34,RN50x4,0.724307,-0.07709261,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who does not make me feel fear,120,34,RN50x4,0.997621,-0.36368972,1000000
Gender,Male,Female,a person who makes me feel fear,a person who does not make me feel fear,420,34,RN50x4,0.474347,0.0043805474,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who does not make me feel fear,120,34,RN50x4,0.265961,0.080889285,1000000
Asian,European-American,Asian-American,fear,apathy,120,13,RN50x4,0.334743,0.05542885,1000000
Gender,Male,Female,fear,apathy,420,13,RN50x4,0.705058,-0.03728281,1000000
Race,European-American,African-American,fear,apathy,120,13,RN50x4,0.090249,0.17328434,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is feeling apathy,120,13,RN50x4,0.970491,-0.24376766,1000000
Gender,Male,Female,a person who is feeling fear,a person who is feeling apathy,420,13,RN50x4,0.0169,0.14652765,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is feeling apathy,120,13,RN50x4,0.617986,-0.039013043,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is conveying apathy,120,13,RN50x4,0.000104,0.4741425,1000000
Gender,Male,Female,a person who is conveying fear,a person who is conveying apathy,420,13,RN50x4,0.443938,0.009669454,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is conveying apathy,120,13,RN50x4,7.6e-05,0.4814319,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who makes me feel apathy,120,13,RN50x4,0.74461,-0.08487497,1000000
Gender,Male,Female,a person who makes me feel fear,a person who makes me feel apathy,420,13,RN50x4,0.000738,0.21955259,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who makes me feel apathy,120,13,RN50x4,0.161653,0.12786245,1000000
Asian,European-American,Asian-American,anger,not anger,120,24,RN50x16,0.848791,-0.13355298,1000000
Gender,Male,Female,anger,not anger,420,24,RN50x16,0.651368,-0.026831504,1000000
Race,European-American,African-American,anger,not anger,120,24,RN50x16,0.120027,0.1521578,1000000
Asian,European-American,Asian-American,a person who is feeling anger,a person who is not feeling anger,120,24,RN50x16,0.014341,0.28235862,1000000
Gender,Male,Female,a person who is feeling anger,a person who is not feeling anger,420,24,RN50x16,1e-06,0.36055243,1000000
Race,European-American,African-American,a person who is feeling anger,a person who is not feeling anger,120,24,RN50x16,0.237885,0.09244357,1000000
Asian,European-American,Asian-American,a person who is conveying anger,a person who is not conveying anger,120,24,RN50x16,0.39438,0.034572583,1000000
Gender,Male,Female,a person who is conveying anger,a person who is not conveying anger,420,24,RN50x16,1e-06,0.6346477,1000000
