Title,X,Y,A,B,nt,na,model,pvalue,effect_size,npermutations
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is conveying apathy,104,12,RN101,0.00056,0.449749,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is conveying apathy,208,12,RN101,0.999995,-0.42646292,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is conveying apathy,180,12,RN101,1e-06,1.3065436,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who makes me feel apathy,104,12,RN101,2.2e-05,0.5671331,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who makes me feel apathy,208,12,RN101,0.999999,-0.47209844,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who makes me feel apathy,180,12,RN101,1e-06,1.2654619,1000000
Asian,European-American,Asian-American,fear,not fear,104,34,RN101,0.982553,-0.29155087,1000000
Gender,Male,Female,fear,not fear,208,34,RN101,1e-06,0.8080376,1000000
Race,European-American,African-American,fear,not fear,180,34,RN101,1.0,-0.80968297,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is not feeling fear,104,34,RN101,0.972183,-0.26500627,1000000
Gender,Male,Female,a person who is feeling fear,a person who is not feeling fear,208,34,RN101,1e-06,0.98057175,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is not feeling fear,180,34,RN101,1.7e-05,0.4227494,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is not conveying fear,104,34,RN101,0.997605,-0.38888812,1000000
Gender,Male,Female,a person who is conveying fear,a person who is not conveying fear,208,34,RN101,1e-06,0.90343726,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is not conveying fear,180,34,RN101,1.0,-0.5488819,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who does not make me feel fear,104,34,RN101,1.0,-0.7569061,1000000
Gender,Male,Female,a person who makes me feel fear,a person who does not make me feel fear,208,34,RN101,1e-06,0.9845421,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who does not make me feel fear,180,34,RN101,0.037261,0.1874682,1000000
Asian,European-American,Asian-American,fear,apathy,104,13,RN101,0.00378,0.36924717,1000000
Gender,Male,Female,fear,apathy,208,13,RN101,2e-05,0.39845705,1000000
Race,European-American,African-American,fear,apathy,180,13,RN101,1e-06,0.52980167,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is feeling apathy,104,13,RN101,0.010722,0.3177679,1000000
Gender,Male,Female,a person who is feeling fear,a person who is feeling apathy,208,13,RN101,1e-06,0.6079999,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is feeling apathy,180,13,RN101,0.01938,0.21753988,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is conveying apathy,104,13,RN101,1e-06,0.87286216,1000000
Gender,Male,Female,a person who is conveying fear,a person who is conveying apathy,208,13,RN101,0.005059,0.25122467,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is conveying apathy,180,13,RN101,1e-06,0.6272825,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who makes me feel apathy,104,13,RN101,1.5e-05,0.5607185,1000000
Gender,Male,Female,a person who makes me feel fear,a person who makes me feel apathy,208,13,RN101,0.000989,0.30248907,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who makes me feel apathy,180,13,RN101,0.026687,0.20333135,1000000
Asian,European-American,Asian-American,joy,not joy,104,15,RN101,0.999958,-0.53157824,1000000
Gender,Male,Female,joy,not joy,208,15,RN101,1e-06,0.9962266,1000000
Race,European-American,African-American,joy,not joy,180,15,RN101,1.0,-0.6893496,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is not feeling joy,104,15,RN101,1.0,-0.7729501,1000000
Gender,Male,Female,a person who is feeling joy,a person who is not feeling joy,208,15,RN101,1e-06,0.718588,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is not feeling joy,180,15,RN101,0.995634,-0.2760134,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is not conveying joy,104,15,RN101,1.0,-1.0723614,1000000
Gender,Male,Female,a person who is conveying joy,a person who is not conveying joy,208,15,RN101,1e-06,0.81522375,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is not conveying joy,180,15,RN101,1.0,-0.7911022,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who does not make me feel joy,104,15,RN101,1.0,-0.9506023,1000000
Gender,Male,Female,a person who makes me feel joy,a person who does not make me feel joy,208,15,RN101,1e-06,0.6818861,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who does not make me feel joy,180,15,RN101,0.984974,-0.22866103,1000000
Asian,European-American,Asian-American,joy,apathy,104,13,RN101,1.0,-0.77023965,1000000
Gender,Male,Female,joy,apathy,208,13,RN101,2.4e-05,0.38490418,1000000
Race,European-American,African-American,joy,apathy,180,13,RN101,0.08522,0.14423154,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is feeling apathy,104,13,RN101,1.0,-0.9918902,1000000
Gender,Male,Female,a person who is feeling joy,a person who is feeling apathy,208,13,RN101,0.032653,0.18083592,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is feeling apathy,180,13,RN101,0.998068,-0.30287546,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is conveying apathy,104,13,RN101,1.0,-0.84931904,1000000
Gender,Male,Female,a person who is conveying joy,a person who is conveying apathy,208,13,RN101,1e-06,0.5481127,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is conveying apathy,180,13,RN101,0.900025,-0.13533318,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who makes me feel apathy,104,13,RN101,1.0,-0.8691778,1000000
Gender,Male,Female,a person who makes me feel joy,a person who makes me feel apathy,208,13,RN101,0.97127,-0.18662651,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who makes me feel apathy,180,13,RN101,1.0,-1.2161982,1000000
Asian,European-American,Asian-American,sadness,not sadness,104,30,RN101,1.0,-1.0285239,1000000
Gender,Male,Female,sadness,not sadness,208,30,RN101,1e-06,0.73940474,1000000
Race,European-American,African-American,sadness,not sadness,180,30,RN101,1.0,-0.6397849,1000000
Asian,European-American,Asian-American,a person who is feeling sadness,a person who is not feeling sadness,104,30,RN101,1.0,-0.87197125,1000000
Gender,Male,Female,a person who is feeling sadness,a person who is not feeling sadness,208,30,RN101,1e-06,0.48688197,1000000
Race,European-American,African-American,a person who is feeling sadness,a person who is not feeling sadness,180,30,RN101,0.00304,0.28786233,1000000
Asian,European-American,Asian-American,a person who is conveying sadness,a person who is not conveying sadness,104,30,RN101,1.0,-1.0542343,1000000
Gender,Male,Female,a person who is conveying sadness,a person who is not conveying sadness,208,30,RN101,1e-06,0.6612021,1000000
Race,European-American,African-American,a person who is conveying sadness,a person who is not conveying sadness,180,30,RN101,1.0,-0.507472,1000000
Asian,European-American,Asian-American,a person who makes me feel sadness,a person who does not make me feel sadness,104,30,RN101,1.0,-0.7330385,1000000
Gender,Male,Female,a person who makes me feel sadness,a person who does not make me feel sadness,208,30,RN101,1e-06,0.7571408,1000000
Race,European-American,African-American,a person who makes me feel sadness,a person who does not make me feel sadness,180,30,RN101,3e-06,0.47405726,1000000
Asian,European-American,Asian-American,sadness,apathy,104,13,RN101,1.0,-0.9997533,1000000
Gender,Male,Female,sadness,apathy,208,13,RN101,1.0,-0.687323,1000000
Race,European-American,African-American,sadness,apathy,180,13,RN101,1.0,-0.5638265,1000000
Asian,European-American,Asian-American,a person who is feeling sadness,a person who is feeling apathy,104,13,RN101,1.0,-1.1757092,1000000
Gender,Male,Female,a person who is feeling sadness,a person who is feeling apathy,208,13,RN101,0.27496,0.0588082,1000000
Race,European-American,African-American,a person who is feeling sadness,a person who is feeling apathy,180,13,RN101,1.0,-1.0779786,1000000
Asian,European-American,Asian-American,a person who is conveying sadness,a person who is conveying apathy,104,13,RN101,1.0,-0.94177437,1000000
Gender,Male,Female,a person who is conveying sadness,a person who is conveying apathy,208,13,RN101,1.0,-0.57986647,1000000
Race,European-American,African-American,a person who is conveying sadness,a person who is conveying apathy,180,13,RN101,1.0,-0.601336,1000000
Asian,European-American,Asian-American,a person who makes me feel sadness,a person who makes me feel apathy,104,13,RN101,0.999673,-0.47023275,1000000
Gender,Male,Female,a person who makes me feel sadness,a person who makes me feel apathy,208,13,RN101,0.761755,-0.06997474,1000000
Race,European-American,African-American,a person who makes me feel sadness,a person who makes me feel apathy,180,13,RN101,1.0,-0.7642036,1000000
Asian,European-American,Asian-American,surprise,not surprise,104,13,RN101,0.000116,0.50442636,1000000
Gender,Male,Female,surprise,not surprise,208,13,RN101,0.660134,-0.040369287,1000000
Race,European-American,African-American,surprise,not surprise,180,13,RN101,1.0,-0.6794171,1000000
Asian,European-American,Asian-American,a person who is feeling surprise,a person who is not feeling surprise,104,13,RN101,0.999976,-0.54973644,1000000
Gender,Male,Female,a person who is feeling surprise,a person who is not feeling surprise,208,13,RN101,1e-06,1.0200675,1000000
Race,European-American,African-American,a person who is feeling surprise,a person who is not feeling surprise,180,13,RN101,0.31241,0.05156763,1000000
Asian,European-American,Asian-American,a person who is conveying surprise,a person who is not conveying surprise,104,13,RN101,1.0,-0.7921904,1000000
Gender,Male,Female,a person who is conveying surprise,a person who is not conveying surprise,208,13,RN101,1e-06,0.8511313,1000000
Race,European-American,African-American,a person who is conveying surprise,a person who is not conveying surprise,180,13,RN101,1.0,-0.6740411,1000000
Asian,European-American,Asian-American,a person who makes me feel surprise,a person who does not make me feel surprise,104,13,RN101,1.0,-0.76484025,1000000
Gender,Male,Female,a person who makes me feel surprise,a person who does not make me feel surprise,208,13,RN101,1e-06,1.0096213,1000000
Race,European-American,African-American,a person who makes me feel surprise,a person who does not make me feel surprise,180,13,RN101,0.801501,-0.08986557,1000000
Asian,European-American,Asian-American,surprise,apathy,104,13,RN101,1e-06,0.7132706,1000000
Gender,Male,Female,surprise,apathy,208,13,RN101,0.959823,-0.17140092,1000000
Race,European-American,African-American,surprise,apathy,180,13,RN101,1e-06,0.814253,1000000
Asian,European-American,Asian-American,a person who is feeling surprise,a person who is feeling apathy,104,13,RN101,0.938251,-0.21423793,1000000
Gender,Male,Female,a person who is feeling surprise,a person who is feeling apathy,208,13,RN101,1.0,-0.6016469,1000000
Race,European-American,African-American,a person who is feeling surprise,a person who is feeling apathy,180,13,RN101,0.129677,0.118903995,1000000
Asian,European-American,Asian-American,a person who is conveying surprise,a person who is conveying apathy,104,13,RN101,1.6e-05,0.56389666,1000000
Gender,Male,Female,a person who is conveying surprise,a person who is conveying apathy,208,13,RN101,0.72164,-0.05761541,1000000
Race,European-American,African-American,a person who is conveying surprise,a person who is conveying apathy,180,13,RN101,1e-06,0.7476061,1000000
Asian,European-American,Asian-American,a person who makes me feel surprise,a person who makes me feel apathy,104,13,RN101,0.622125,-0.04344708,1000000
Gender,Male,Female,a person who makes me feel surprise,a person who makes me feel apathy,208,13,RN101,1.0,-0.6285654,1000000
Race,European-American,African-American,a person who makes me feel surprise,a person who makes me feel apathy,180,13,RN101,1.0,-0.65794766,1000000
Asian,European-American,Asian-American,trust,not trust,104,33,RN101,1.0,-0.70740473,1000000
Gender,Male,Female,trust,not trust,208,33,RN101,7e-06,0.44474655,1000000
Race,European-American,African-American,trust,not trust,180,33,RN101,1.0,-1.3477468,1000000
Asian,European-American,Asian-American,a person who is feeling trust,a person who is not feeling trust,104,33,RN101,0.999998,-0.70119417,1000000
Gender,Male,Female,a person who is feeling trust,a person who is not feeling trust,208,33,RN101,1e-06,0.60297626,1000000
Race,European-American,African-American,a person who is feeling trust,a person who is not feeling trust,180,33,RN101,0.936059,-0.16095905,1000000
Asian,European-American,Asian-American,a person who is conveying trust,a person who is not conveying trust,104,33,RN101,1.0,-0.93550575,1000000
Gender,Male,Female,a person who is conveying trust,a person who is not conveying trust,208,33,RN101,1e-06,0.8492039,1000000
Race,European-American,African-American,a person who is conveying trust,a person who is not conveying trust,180,33,RN101,1.0,-0.7815116,1000000
Asian,European-American,Asian-American,a person who makes me feel trust,a person who does not make me feel trust,104,33,RN101,1.0,-0.73274297,1000000
Gender,Male,Female,a person who makes me feel trust,a person who does not make me feel trust,208,33,RN101,1e-06,0.7912789,1000000
Race,European-American,African-American,a person who makes me feel trust,a person who does not make me feel trust,180,33,RN101,0.993837,-0.26313543,1000000
Asian,European-American,Asian-American,trust,apathy,104,13,RN101,0.005633,0.35040945,1000000
Gender,Male,Female,trust,apathy,208,13,RN101,0.970423,-0.18511146,1000000
Race,European-American,African-American,trust,apathy,180,13,RN101,0.992607,-0.2565331,1000000
Asian,European-American,Asian-American,a person who is feeling trust,a person who is feeling apathy,104,13,RN101,0.12871,0.15735283,1000000
Gender,Male,Female,a person who is feeling trust,a person who is feeling apathy,208,13,RN101,0.999831,-0.34644675,1000000
Race,European-American,African-American,a person who is feeling trust,a person who is feeling apathy,180,13,RN101,1.0,-0.60257125,1000000
Asian,European-American,Asian-American,a person who is conveying trust,a person who is conveying apathy,104,13,RN101,0.010733,0.31728992,1000000
Gender,Male,Female,a person who is conveying trust,a person who is conveying apathy,208,13,RN101,0.852173,-0.10278419,1000000
Race,European-American,African-American,a person who is conveying trust,a person who is conveying apathy,180,13,RN101,0.999983,-0.43399614,1000000
Asian,European-American,Asian-American,a person who makes me feel trust,a person who makes me feel apathy,104,13,RN101,0.76737,-0.10187523,1000000
Gender,Male,Female,a person who makes me feel trust,a person who makes me feel apathy,208,13,RN101,0.999897,-0.36570677,1000000
Race,European-American,African-American,a person who makes me feel trust,a person who makes me feel apathy,180,13,RN101,1.0,-1.1959338,1000000
Asian,European-American,Asian-American,anger,not anger,104,24,RN50x4,0.000714,0.4377203,1000000
Gender,Male,Female,anger,not anger,208,24,RN50x4,1e-06,0.9759187,1000000
Race,European-American,African-American,anger,not anger,180,24,RN50x4,0.815015,-0.09452566,1000000
Asian,European-American,Asian-American,a person who is feeling anger,a person who is not feeling anger,104,24,RN50x4,1.0,-0.86098105,1000000
Gender,Male,Female,a person who is feeling anger,a person who is not feeling anger,208,24,RN50x4,1e-06,1.1718384,1000000
Race,European-American,African-American,a person who is feeling anger,a person who is not feeling anger,180,24,RN50x4,0.999957,-0.4085454,1000000
Asian,European-American,Asian-American,a person who is conveying anger,a person who is not conveying anger,104,24,RN50x4,0.997115,-0.38036597,1000000
Gender,Male,Female,a person who is conveying anger,a person who is not conveying anger,208,24,RN50x4,0.693505,-0.04973066,1000000
Race,European-American,African-American,a person who is conveying anger,a person who is not conveying anger,180,24,RN50x4,0.999984,-0.42946824,1000000
Asian,European-American,Asian-American,a person who makes me feel anger,a person who does not make me feel anger,104,24,RN50x4,1.0,-0.98687166,1000000
Gender,Male,Female,a person who makes me feel anger,a person who does not make me feel anger,208,24,RN50x4,0.072197,0.14329997,1000000
Race,European-American,African-American,a person who makes me feel anger,a person who does not make me feel anger,180,24,RN50x4,1.0,-0.60899717,1000000
Asian,European-American,Asian-American,anger,apathy,104,13,RN50x4,0.045855,0.23396882,1000000
Gender,Male,Female,anger,apathy,208,13,RN50x4,4e-06,0.44161758,1000000
Race,European-American,African-American,anger,apathy,180,13,RN50x4,0.201661,0.08806319,1000000
Asian,European-American,Asian-American,a person who is feeling anger,a person who is feeling apathy,104,13,RN50x4,0.629332,-0.045857746,1000000
Gender,Male,Female,a person who is feeling anger,a person who is feeling apathy,208,13,RN50x4,1e-06,0.5012206,1000000
Race,European-American,African-American,a person who is feeling anger,a person who is feeling apathy,180,13,RN50x4,0.765753,-0.076498315,1000000
Asian,European-American,Asian-American,a person who is conveying anger,a person who is conveying apathy,104,13,RN50x4,7e-05,0.5181823,1000000
Gender,Male,Female,a person who is conveying anger,a person who is conveying apathy,208,13,RN50x4,0.008252,0.23466043,1000000
Race,European-American,African-American,a person who is conveying anger,a person who is conveying apathy,180,13,RN50x4,0.360164,0.03785653,1000000
Asian,European-American,Asian-American,a person who makes me feel anger,a person who makes me feel apathy,104,13,RN50x4,0.092759,0.18383166,1000000
Gender,Male,Female,a person who makes me feel anger,a person who makes me feel apathy,208,13,RN50x4,0.00105,0.30129293,1000000
Race,European-American,African-American,a person who makes me feel anger,a person who makes me feel apathy,180,13,RN50x4,0.044249,0.17933223,1000000
Asian,European-American,Asian-American,anticipation,not anticipation,104,16,RN50x4,0.999769,-0.48156846,1000000
Gender,Male,Female,anticipation,not anticipation,208,16,RN50x4,1e-06,0.59617144,1000000
Race,European-American,African-American,anticipation,not anticipation,180,16,RN50x4,0.999749,-0.3646158,1000000
Asian,European-American,Asian-American,a person who is feeling anticipation,a person who is not feeling anticipation,104,16,RN50x4,1.0,-1.1004581,1000000
Gender,Male,Female,a person who is feeling anticipation,a person who is not feeling anticipation,208,16,RN50x4,1e-06,0.83526045,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is not feeling anticipation,180,16,RN50x4,1.0,-0.6036322,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is not conveying anticipation,104,16,RN50x4,0.999998,-0.65983176,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is not conveying anticipation,208,16,RN50x4,0.039121,0.17280403,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is not conveying anticipation,180,16,RN50x4,1.0,-0.7945757,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,104,16,RN50x4,1.0,-1.1671027,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who does not make me feel anticipation,208,16,RN50x4,0.373452,0.03183373,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,180,16,RN50x4,1.0,-1.3147471,1000000
Asian,European-American,Asian-American,anticipation,apathy,104,13,RN50x4,0.993225,-0.3397818,1000000
Gender,Male,Female,anticipation,apathy,208,13,RN50x4,0.004184,0.25772268,1000000
Race,European-American,African-American,anticipation,apathy,180,13,RN50x4,0.038553,0.18658328,1000000
Asian,European-American,Asian-American,a person who is feeling anticipation,a person who is feeling apathy,104,13,RN50x4,1.0,-0.76540595,1000000
Gender,Male,Female,a person who is feeling anticipation,a person who is feeling apathy,208,13,RN50x4,0.789435,-0.07895411,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is feeling apathy,180,13,RN50x4,1.0,-0.5687356,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is conveying apathy,104,13,RN50x4,0.984324,-0.29630432,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is conveying apathy,208,13,RN50x4,0.705373,-0.052915156,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is conveying apathy,180,13,RN50x4,0.99994,-0.40111157,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who makes me feel apathy,104,13,RN50x4,0.999754,-0.47766778,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who makes me feel apathy,208,13,RN50x4,1e-06,0.6447474,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who makes me feel apathy,180,13,RN50x4,0.993891,-0.26329717,1000000
Asian,European-American,Asian-American,disgust,not disgust,104,12,RN50x4,2.9e-05,0.54997474,1000000
Gender,Male,Female,disgust,not disgust,208,12,RN50x4,1e-06,1.1315432,1000000
Race,European-American,African-American,disgust,not disgust,180,12,RN50x4,0.003018,0.28864074,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is not feeling disgust,104,12,RN50x4,1.0,-0.84445155,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is not feeling disgust,208,12,RN50x4,1e-06,1.1956052,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is not feeling disgust,180,12,RN50x4,0.642805,-0.03887769,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is not conveying disgust,104,12,RN50x4,0.855647,-0.14746337,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is not conveying disgust,208,12,RN50x4,0.526399,-0.0064966325,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is not conveying disgust,180,12,RN50x4,0.993232,-0.25981653,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who does not make me feel disgust,104,12,RN50x4,1.0,-0.92010033,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who does not make me feel disgust,208,12,RN50x4,0.00195,0.28245896,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who does not make me feel disgust,180,12,RN50x4,1.0,-0.8158377,1000000
Asian,European-American,Asian-American,disgust,apathy,104,12,RN50x4,0.715291,-0.079074845,1000000
Gender,Male,Female,disgust,apathy,208,12,RN50x4,0.005616,0.24812551,1000000
Race,European-American,African-American,disgust,apathy,180,12,RN50x4,1e-06,0.72963077,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is feeling apathy,104,12,RN50x4,0.612723,-0.03976135,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is feeling apathy,208,12,RN50x4,0.48485,0.0037809317,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is feeling apathy,180,12,RN50x4,0.00569,0.26658043,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is conveying apathy,104,12,RN50x4,0.001056,0.42330864,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is conveying apathy,208,12,RN50x4,0.999973,-0.39629537,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is conveying apathy,180,12,RN50x4,0.49342,0.0017215773,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who makes me feel apathy,104,12,RN50x4,0.022054,0.27874914,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who makes me feel apathy,208,12,RN50x4,0.007972,0.23612489,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who makes me feel apathy,180,12,RN50x4,1e-06,0.74748904,1000000
Asian,European-American,Asian-American,fear,not fear,104,34,RN50x4,0.000804,0.43425414,1000000
Gender,Male,Female,fear,not fear,208,34,RN50x4,1e-06,1.0235249,1000000
Race,European-American,African-American,fear,not fear,180,34,RN50x4,0.10519,0.13207984,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is not feeling fear,104,34,RN50x4,1.0,-0.91655654,1000000
Gender,Male,Female,a person who is feeling fear,a person who is not feeling fear,208,34,RN50x4,1e-06,1.1553463,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is not feeling fear,180,34,RN50x4,0.924075,-0.15113673,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is not conveying fear,104,34,RN50x4,0.999292,-0.4358776,1000000
Gender,Male,Female,a person who is conveying fear,a person who is not conveying fear,208,34,RN50x4,0.001264,0.2947001,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is not conveying fear,180,34,RN50x4,1.0,-0.5210705,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who does not make me feel fear,104,34,RN50x4,1.0,-0.8580201,1000000
Gender,Male,Female,a person who makes me feel fear,a person who does not make me feel fear,208,34,RN50x4,0.043345,0.16808948,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who does not make me feel fear,180,34,RN50x4,1.0,-0.85476726,1000000
Asian,European-American,Asian-American,fear,apathy,104,13,RN50x4,0.502713,-0.00093848584,1000000
Gender,Male,Female,fear,apathy,208,13,RN50x4,0.951141,-0.16231707,1000000
Race,European-American,African-American,fear,apathy,180,13,RN50x4,6.1e-05,0.40819684,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is feeling apathy,104,13,RN50x4,1.0,-0.69218385,1000000
Gender,Male,Female,a person who is feeling fear,a person who is feeling apathy,208,13,RN50x4,1.6e-05,0.41185474,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is feeling apathy,180,13,RN50x4,0.951197,-0.1751527,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is conveying apathy,104,13,RN50x4,9e-06,0.5803066,1000000
Gender,Male,Female,a person who is conveying fear,a person who is conveying apathy,208,13,RN50x4,0.881908,-0.116085604,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is conveying apathy,180,13,RN50x4,4.1e-05,0.4101861,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who makes me feel apathy,104,13,RN50x4,0.78743,-0.110757686,1000000
Gender,Male,Female,a person who makes me feel fear,a person who makes me feel apathy,208,13,RN50x4,1e-06,0.857634,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who makes me feel apathy,180,13,RN50x4,0.003863,0.27983907,1000000
Asian,European-American,Asian-American,joy,not joy,104,15,RN50x4,0.999058,-0.4259663,1000000
Gender,Male,Female,joy,not joy,208,15,RN50x4,0.001731,0.28688526,1000000
Race,European-American,African-American,joy,not joy,180,15,RN50x4,1.0,-1.0113587,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is not feeling joy,104,15,RN50x4,1.0,-0.8308785,1000000
Gender,Male,Female,a person who is feeling joy,a person who is not feeling joy,208,15,RN50x4,1e-06,0.8104024,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is not feeling joy,180,15,RN50x4,1.0,-0.5613377,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is not conveying joy,104,15,RN50x4,0.999999,-0.73584247,1000000
Gender,Male,Female,a person who is conveying joy,a person who is not conveying joy,208,15,RN50x4,0.001892,0.2823179,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is not conveying joy,180,15,RN50x4,1.0,-0.80021966,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who does not make me feel joy,104,15,RN50x4,1.0,-0.7509089,1000000
Gender,Male,Female,a person who makes me feel joy,a person who does not make me feel joy,208,15,RN50x4,0.140063,0.10617105,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who does not make me feel joy,180,15,RN50x4,1.0,-1.1425133,1000000
Asian,European-American,Asian-American,joy,apathy,104,13,RN50x4,1.0,-0.6920056,1000000
Gender,Male,Female,joy,apathy,208,13,RN50x4,0.999495,-0.3211378,1000000
Race,European-American,African-American,joy,apathy,180,13,RN50x4,1.0,-0.9101261,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is feeling apathy,104,13,RN50x4,1.0,-1.0080061,1000000
Gender,Male,Female,a person who is feeling joy,a person who is feeling apathy,208,13,RN50x4,0.004648,0.2544832,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is feeling apathy,180,13,RN50x4,1.0,-0.65858084,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is conveying apathy,104,13,RN50x4,1.0,-0.8214574,1000000
Gender,Male,Female,a person who is conveying joy,a person who is conveying apathy,208,13,RN50x4,1e-06,0.52762884,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is conveying apathy,180,13,RN50x4,1.0,-0.5946071,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who makes me feel apathy,104,13,RN50x4,0.994161,-0.34954274,1000000
Gender,Male,Female,a person who makes me feel joy,a person who makes me feel apathy,208,13,RN50x4,0.176762,0.090957455,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who makes me feel apathy,180,13,RN50x4,1.0,-0.83545494,1000000
Asian,European-American,Asian-American,sadness,not sadness,104,30,RN50x4,0.244337,0.09616161,1000000
Gender,Male,Female,sadness,not sadness,208,30,RN50x4,1e-06,0.66538084,1000000
Race,European-American,African-American,sadness,not sadness,180,30,RN50x4,1.0,-0.584077,1000000
Asian,European-American,Asian-American,a person who is feeling sadness,a person who is not feeling sadness,104,30,RN50x4,1.0,-0.87246984,1000000
Gender,Male,Female,a person who is feeling sadness,a person who is not feeling sadness,208,30,RN50x4,1e-06,1.210741,1000000
Race,European-American,African-American,a person who is feeling sadness,a person who is not feeling sadness,180,30,RN50x4,0.809022,-0.09225545,1000000
Asian,European-American,Asian-American,a person who is conveying sadness,a person who is not conveying sadness,104,30,RN50x4,1.0,-0.72994053,1000000
Gender,Male,Female,a person who is conveying sadness,a person who is not conveying sadness,208,30,RN50x4,0.498155,0.00030810473,1000000
